Element,HHI Contribution,HHI ,Country,Production,Market Share,Total World Production
Al,1368.1779012345678,1960.099780734251,Australia,56593.0,0.3698888888888889,153000.0
Al,0.35915970660173435,,Bosnia and Herzegovina,916.928,0.005992993464052287,
Al,187.49305822546887,,Brazil,20950.0,0.1369281045751634,
Al,123.45679012345678,,China,17000.0,0.1111111111111111,
Al,0.002699787263018498,,Dominican Republic,79.498,0.0005195947712418301,
Al,0.10596939792387544,,Ghana,498.06,0.003255294117647059,
Al,2.551640821906105,,Greece,2444.0,0.015973856209150327,
Al,99.39959673629801,,Guinea,15254.0,0.09969934640522876,
Al,0.968873510188389,,Guyana,1506.0,0.00984313725490196,
Al,0.17882395659788966,,Hungary,647.0,0.00422875816993464,
Al,54.40267632107309,,India,11285.0,0.07375816993464052,
Al,0.7567862787816652,,Indonesia,1331.0,0.008699346405228759,
Al,0.07533948567858517,,Iran,419.955,0.0027448039215686275,
Al,75.52497201220085,,Jamaica,13296.481,0.0869051045751634,
Al,9.458237925584175,,Kazakhstan,4705.4,0.03075424836601307,
Al,1.7777777777777777e-06,,Malaysia,2.04,1.3333333333333333e-05,
Al,0.15895595711051308,,Montenegro,610.0,0.0039869281045751635,
Al,1.9308269896193772e-05,,Mozambique,6.723,4.3941176470588236e-05,
Al,1.0036058353624679e-05,,Pakistan,4.847,3.167973856209151e-05,
Al,0.0,,Romania,,0.0,
Al,15.378700499807765,,Russia,6000.0,0.0392156862745098,
Al,0.0,,Serbia & Montenegro,,0.0,
Al,0.0,,Sierra Leone,,0.0,
Al,7.012804002733992,,Suriname,4051.7,0.02648169934640523,
Al,0.0,,Tanzania,,0.0,
Al,0.05717287320944937,,Turkey,365.836,0.0023910849673202616,
Al,0.0,,United States,,0.0,
Al,14.57941988124226,,Venezuela,5842.0,0.038183006535947715,
Al,0.00017087444999786412,,Vietnam,20.0,0.00013071895424836603,
He,7052.28778120326,7308.995451909283,United States,152.0,0.8397790055248618,181.0
He,256.70767070602244,,Rest of World,29.0,0.16022099447513813,
Li,18.497131764449847,2608.5646777244674,Argentina,11276.0,0.043008291949866884,262182.0
Li,2041.1349490359864,,Australia,118451.0,0.4517892151253709,
Li,12.004622480074078,,Brazil,9084.0,0.03464768748426665,
Li,73.64771757129049,,Canada,22500.0,0.08581824839233815,
Li,287.62779318275057,,Chile,44465.0,0.16959592954512515,
Li,28.51348670414408,,China,14000.0,0.053398021221899294,
Li,0.0,,Namibia,,0.0,
Li,119.79452868880074,,Portugal,28696.0,0.10945068692740158,
Li,0.0,,Russia,,0.0,
Li,0.0,,United States,,0.0,
Li,27.344448296971457,,Zimbabwe,13710.0,0.05229191935373138,
Be,0.0,6645.9991718855135,Brazil,,0.0,2780.0
Be,323.48222141711085,,China,500.0,0.17985611510791366,
Be,0.0,,Kazakhstan,,0.0,
Be,0.18632575953625588,,Madagascar,12.0,0.004316546762589928,
Be,2.6202059934785984,,Mozambique,45.0,0.01618705035971223,
Be,0.0323482221417111,,Portugal,5.0,0.0017985611510791368,
Be,0.0,,Russia,,0.0,
Be,6319.678070493246,,United States,2210.0,0.7949640287769785,
Be,0.0,,Zambia,,0.0,
B,274.0032774132577,2148.9752628751785,Argentina,821.0310000000001,0.1655304435483871,4960.0
B,1.8812666497300994,,Bolivia,68.031,0.01371592741935484,
B,143.51218802069786,,Chile,594.191,0.11979657258064516,
B,7.408054760665973,,China,135.0,0.02721774193548387,
B,0.0,,Germany,,0.0,
B,0.0018649860171696148,,Iran,2.142,0.0004318548387096774,
B,0.3658298647242456,,Kazakhstan,30.0,0.006048387096774193,
B,0.03728947873309053,,Peru,9.578,0.001931048387096774,
B,101.61940686784598,,Russia,500.0,0.10080645161290322,
B,1025.0221904526534,,Turkey,1587.992,0.3201596774193548,
B,595.1238943808532,,United States,1210.0,0.2439516129032258,
N,0.0002922054204105487,1176.1448397547,Afghanistan,20.0,0.00017094017094017094,117000.0
N,7.305135510263717e-05,,Albania,10.0,8.547008547008547e-05,
N,0.2152325516838337,,Algeria,542.8,0.004639316239316239,
N,0.3634111192373438,,Argentina,705.318,0.006028358974358974,
N,0.4559135071955584,,Australia,790.0,0.006752136752136752,
N,0.14142742347870552,,Austria,440.0,0.0037606837606837607,
N,0.0707923807436628,,Bahrain,311.3,0.002660683760683761,
N,1.3901820805025933,,Bangladesh,1379.5,0.011790598290598291,
N,0.42975308641975307,,Belarus,767.0,0.006555555555555556,
N,0.5358990795529256,,Belgium,856.5,0.00732051282051282,
N,1.8262838775659292e-07,,Bosnia and Herzegovina,0.5,4.273504273504274e-06,
N,0.8479733800862008,,Brazil,1077.4,0.00920854700854701,
N,0.07480458762510046,,Bulgaria,320.0,0.002735042735042735,
N,0.000884681130834977,,Burma,34.8,0.00029743589743589743,
N,12.319500007305138,,Canada,4106.6,0.035099145299145304,
N,883.1564760026297,,China,34770.0,0.29717948717948717,
N,0.007044517495799549,,Colombia,98.2,0.0008393162393162394,
N,0.11923149974432025,,Croatia,404.0,0.003452991452991453,
N,0.0019224852071005917,,Cuba,51.3,0.00043846153846153845,
N,0.03979513477975016,,Czech Republic,233.4,0.0019948717948717947,
N,1.870114690627511e-06,,Denmark,1.6,1.3675213675213676e-05,
N,2.0500365548980937,,Egypt,1675.2,0.014317948717948718,
N,0.020130031412082694,,Estonia,166.0,0.0014188034188034188,
N,0.002682708744247206,,Finland,60.6,0.000517948717948718,
N,0.9163561984074805,,France,1120.0,0.009572649572649573,
N,0.012345679012345678,,Germany,130.0,0.0011111111111111111,
N,5.487278220121266,,Georgia,2740.718,0.02342494017094017,
N,0.012632222952735774,,Greece,131.5,0.001123931623931624,
N,0.05484403535685587,,Hungary,274.0,0.002341880341880342,
N,0.0,,Iceland,,,
N,83.91186336474541,,India,10717.6,0.09160341880341881,
N,12.400029220542043,,Indonesia,4120.0,0.035213675213675216,
N,0.8642642194462709,,Iran,1087.7,0.009296581196581197,
N,0.0006574621959237343,,Iraq,30.0,0.0002564102564102564,
N,0.0,,Ireland,,,
N,0.0,,Israel,,,
N,0.20659744320257142,,Italy,531.8,0.004545299145299145,
N,0.8862146493359632,,Japan,1101.426,0.009413897435897435,
N,0.007305135510263716,,"Korea, North",100.0,0.0008547008547008547,
N,0.01950439038644167,,"Korea, Republic of",163.4,0.0013965811965811967,
N,0.12484444444444444,,Kuwait,413.4,0.003533333333333333,
N,0.24320914602965882,,Libya,577.0,0.004931623931623931,
N,0.13132880414931697,,Lithuania,424.0,0.0036239316239316238,
N,0.5185230842282125,,Malaysia,842.5,0.007200854700854701,
N,0.22900723938929063,,Mexico,559.9,0.004785470085470085,
N,2.8350500401782446,,Netherlands,1970.0,0.016837606837606836,
N,0.011286792314997442,,New Zealand,124.3,0.0010623931623931623,
N,0.0,,Nigeria,,,
N,0.12886259040105194,,Norway,420.0,0.0035897435897435897,
N,0.0,,Oman,,,
N,3.2646621374826506,,Pakistan,2114.0,0.01806837606837607,
N,1.8262838775659293e-05,,Peru,5.0,4.2735042735042735e-05,
N,2.876746512057856,,Poland,1984.434,0.016960974358974357,
N,0.04345621301775149,,Portugal,243.9,0.002084615384615385,
N,1.4896515450361607,,Qatar,1428.0,0.012205128205128205,
N,1.0171670684491196,,Romania,1180.0,0.010085470085470085,
N,70.1585214405727,,Russia,9800.0,0.08376068376068375,
N,2.1767597633136093,,Saudi Arabia,1726.2,0.014753846153846154,
N,0.013911900065746222,,Serbia and Montenegro,138.0,0.0011794871794871796,
N,0.05533472111111112,,Slovakia,275.223,0.0023523333333333334,
N,0.15397239389290676,,South Africa,459.1,0.0039239316239316245,
N,0.11899551464679671,,Spain,403.6,0.0034495726495726497,
N,0.0007621374826503032,,Switzerland,32.3,0.00027606837606837607,
N,0.009694674556213017,,Syria,115.2,0.0009846153846153846,
N,8.839213967419094e-05,,Taiwan,11.0,9.401709401709401e-05,
