Element,Notes,Country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Ti,,Indonesia,,,,,,,,,,,0.0009,0.00114,0.00556,0.00169,0.0019,0.0021,0.0023,
Ti,,Kazakhstan,,,,0.0053,,0.0011,0.0014,0.0012,0.00262,0.0025,0.00251,0.00317,0.00232,0.00235,0.0024,0.0019,0.002,
Ti,,Kenya,,,,,,,,,,,,,,,,0.0005,0.0192,
Ti,,Madagascar,,,,,,,,,,,,0.02068,0.02712,0.04442,0.0512,0.0533,0.0517,
Ti,,Malaysia,0.017691,0.019308,0.016992,0.0171,0.0137,0.0116,0.0076,0.0046,0.00494,0.0062,0.00388,0.00222,0.00247,0.00372,0.004,0.0021,0.0023,
Ti,,Mozambique,,,,,,,,,,0.015,0.03372,0.05998,0.0633,0.06038,0.0548,0.0676,0.0876,
Ti,,Norway,0.083712,0.090723,0.102116,0.0989,0.0972,0.1023,0.1063,0.09746,0.08915,0.0884,0.09199,0.08503,0.08007,0.08166,0.0787,0.0774,0.0751,
Ti,,Russia,,,,,,,,,,,,,,0.00596,0.0119,0.014,0.0181,
Ti,,Senegal,,,,,,,,,,,,,,,,0.0,0.0103,
Ti,,Sierra Leone,,,,,,,,,0.00919,0.0099,0.0097,0.01001,0.00801,0.00787,0.0111,0.0142,0.0152,
Ti,,South Africa,0.174518,0.143645,0.123901,0.1528,0.144,0.1361,0.1397,0.13656,0.1419,0.1386,0.13934,0.15461,0.12418,0.00658,0.1374,0.1133,0.1095,
Ti,,Sri Lanka,0.005115,,,,,,,0.00638,0.00622,0.0075,0.00337,0.0158,0.00508,0.14229,0.0044,0.0041,0.0044,
Ti,,Ukraine,0.079092,0.088537,0.067342,0.0718,0.0755,0.0585,0.0531,0.05234,0.05559,0.0561,0.05831,0.07097,0.05189,0.03013,0.0289,0.0776,0.0488,
Ti,Some data withheld,United States,,,0.054462,0.0659,0.0518,0.0609,0.0618,0.06016,0.05244,0.0401,0.04021,0.03802,0.03707,0.03754,0.0284,0.028,0.0203,
Ti,,Vietnam,0.011351,0.01376,0.023691,0.0237,0.022,0.0382,0.068,0.06293,0.06342,0.0655,0.07133,0.08854,0.08451,0.0789,0.1084,0.0957,0.0943,
V,,Australia,,,0.0377,0.0636,0.06,0.0033,0.0029,0.0018,,,,,,,,,,
V,,Brazil,,,,,,,,,,,,,,,,,0.0113,0.0746
V,,China,0.3629,0.2868,0.2979,0.2868,0.2589,0.2756,0.3083,0.3014,0.3022,0.3248,0.41935483870967744,0.4931972789115646,0.453,0.5091,0.534,0.5473,0.5448,0.5398
V,,Hungary,0.0023,,,,,,,,,,,,,,,,,
V,,Kazakhstan,0.0234,0.0276,0.0248,0.0239,0.0196,0.0209,0.0193,0.0177,0.0173,0.0171,,,,,,,,
V,,Russia,0.1639,0.1931,0.1862,0.1792,0.1569,0.1211,0.21,0.2677,0.2608,0.2479,0.23387096774193547,0.2465986394557823,0.2092,0.1799,0.1983,0.1791,0.1831,0.2057
V,,South Africa,0.4417,0.4858,0.4473,0.4346,0.4948,0.5673,0.449,0.4008,0.4107,0.4015,0.32733870967741935,0.2440986394557823,0.3153,0.3028,0.2664,0.2661,0.2613,0.1799
V,,Japan,0.0057,0.0068,0.0061,0.0119,0.0098,0.0117,0.0108,0.0099,0.0097,0.0096,0.008387096774193548,0.009523809523809525,0.0078,,,,,
V,Some data withheld,United States,,,,,,,,,,,0.00903225806451613,0.0039115646258503405,0.0148,0.0083,0.0014,0.0074,,
Cr,,Afghanistan,0.0002488321167883212,0.00030408450704225355,0.0003636054421768708,0.0004657377049180328,0.00042027397260273975,0.0004129032258064516,0.0003687150837988827,0.00035510416666666665,0.0003691878172588832,0.00028848888888888887,0.000273109243697479,0.0003401015228426396,0.00022726190476190475,0.00023066914498141264,0.00021449438202247192,0.00010993355481727575,0.0002081372549019608,0.00022857142857142857
Cr,,Albania,0.007459051094890511,0.00503056338028169,0.00819047619047619,0.010631147540983607,0.004972602739726027,0.00632258064516129,0.008955307262569833,0.009519375,0.010790913705583756,0.00887871111111111,0.009469453781512606,0.014393807106598985,0.013028650793650794,0.005985130111524164,0.006930337078651686,0.006927275747508305,0.009062091503267974,0.009257142857142858
Cr,,Australia,0.00583941605839416,0.004929577464788733,0.006122448979591836,0.0009672131147540983,0.009086643835616439,0.01606251612903226,0.014859608938547486,0.012597135416666667,0.013100862944162437,0.011262222222222222,0.009445756302521008,0.006056548223350254,0.007142857142857143,0.008159256505576208,0.01723554307116105,0.010397308970099668,0.0010753921568627451,
Cr,,Brazil,0.03922817518248175,0.032223873239436616,0.03741496598639456,0.03352860655737705,0.019451438356164384,0.024313677419354838,0.033155083798882684,0.032111145833333334,0.028565431472081217,0.027900977777777777,0.02791373949579832,0.018538578680203047,0.020640039682539683,0.018350631970260222,0.015923558052434457,0.014277242524916944,0.01816859477124183,0.017857142857142856
Cr,,Burma,0.00029627737226277373,0.00017605633802816902,1.5442176870748298e-05,2.5163934426229508e-05,2.178082191780822e-05,2.193548387096774e-05,2.011173184357542e-05,2.1354166666666666e-05,,,,,,,,,,
Cr,,China,0.016058394160583942,0.015492957746478873,0.014149659863945578,0.014918032786885246,0.012328767123287671,0.012903225806451613,0.0111731843575419,0.010416666666666666,0.01015228426395939,0.008888888888888889,0.008403361344537815,0.01015228426395939,0.007936507936507936,0.007843866171003718,0.004606741573033708,0.0034883720930232558,0.000784313725490196,0.0007142857142857143
Cr,,Cuba,0.003357664233576642,0.0036619718309859155,0.0038299319727891157,0.004057377049180328,0.0013972602739726028,0.0021483870967741936,0.0022513966480446927,0.0017708333333333332,0.001416243654822335,,,,,,,,,
Cr,,Finland,0.0363558394160584,0.0420730985915493,0.04274925170068027,0.04714147540983606,0.03877328767123288,0.035421935483870966,0.03238994413407821,0.029744947916666667,0.027853451776649746,0.024715555555555557,0.025779117647058824,0.012528781725888324,0.02373015873015873,0.02574449814126394,0.015925730337078652,0.032616345514950164,0.033815359477124184,0.026785714285714284
Cr,,Greece,0.0003235036496350365,0.00016007042253521128,,,,0.0001032258064516129,8.93854748603352e-05,7.8125e-05,7.614213197969543e-05,6.222222222222222e-05,5.882352941176471e-05,7.106598984771574e-05,5.555555555555556e-05,4.8141263940520446e-05,4.902621722846442e-05,,,
Cr,,India,0.09571605839416059,0.10371591549295775,0.13244285714285714,0.13753475409836066,0.1848340410958904,0.14258064516129032,0.1647454748603352,0.1695396875,0.18276142131979695,0.14755555555555555,0.1638655462184874,0.206751269035533,0.13595238095238096,0.16080665427509294,0.10949194756554308,0.09414933554817276,0.093230522875817,0.10714285714285714
Cr,,Indonesia,0.00034306569343065695,0.0004475352112676056,,,0.0,0.0,,,,,,,,0.0004460966542750929,0.0003745318352059925,0.0006312292358803986,0.00022875816993464052,0.004285714285714286
Cr,,Iran,0.015441970802919707,0.01793556338028169,0.010408163265306122,0.011899180327868852,0.03511232876712329,0.006273419354838709,0.007752793296089386,0.01164390625,0.012416395939086295,0.008256,0.011285126050420168,0.013633807106598984,0.015634920634920633,0.015522453531598514,0.015414456928838952,0.011434186046511629,0.011437908496732025,0.014285714285714285
Cr,,Kazakhstan,0.11698540145985402,0.16940845070422536,0.17731972789115646,0.16768032786885245,0.1622876712328767,0.18889032258064517,0.1836368715083799,0.18652302083333333,0.1708669035532995,0.16387555555555555,0.1492436974789916,0.1798984771573604,0.1492063492063492,0.18806691449814125,0.19599250936329587,0.17458803986710963,0.17681045751633986,0.19594285714285714
Cr,,Kosovo,,,,,,,,,,,,,,,7.49063670411985e-05,0.0002973421926910299,0.0004150326797385621,0.00028571428571428574
Cr,,Macedonia,0.000364963503649635,0.00035211267605633805,,,,,,,,,,,,,,,,
Cr,,Madagascar,0.007613138686131387,,0.008931496598639456,0.0019374590163934427,0.0007534246575342466,0.0029058064516129033,0.0043232402234636876,0.00733578125,0.00671751269035533,0.0034533333333333334,0.004731638655462185,0.006751269035532995,0.005337301587301588,0.002479553903345725,0.004176029962546816,0.0029235880398671096,0.003178104575163399,0.0070625
Cr,,Oman,0.0020937226277372265,0.0018312676056338028,0.001027891156462585,0.002471311475409836,0.0018797260273972602,0.0008387096774193549,0.0014860335195530725,0.002625,0.003578680203045685,0.018125422222222222,0.036123865546218485,0.03230873096446701,0.03181968253968254,0.023581189591078067,0.022592696629213482,0.026167607973421925,0.02454901960784314,0.025
Cr,,Pakistan,0.0056569343065693434,0.004084507042253521,0.008128571428571428,0.005245901639344262,0.0042469178082191784,0.006337741935483871,0.00723463687150838,0.0077308333333333335,0.010101522842639593,0.0048,0.004369747899159664,0.004568527918781726,0.010198412698412698,0.00550185873605948,0.004859775280898876,0.004532990033222591,0.002728986928104575,0.0035714285714285713
Cr,,Papua New Guinea,,,,,,,,,,,,,,,0.0003089887640449438,0.0030564784053156145,0.003161764705882353,0.0014285714285714286
Cr,,Philippines,0.003932189781021898,0.001377887323943662,0.001793265306122449,0.0022075409836065573,0.0015068493150684932,0.0021793548387096773,0.0023541899441340782,0.0019833854166666667,0.002371979695431472,0.0014040888888888889,0.0006415126050420168,0.000727005076142132,0.000587579365079365,0.0009473234200743495,0.0013718352059925094,0.0008692358803986711,0.0015377777777777779,0.0005536428571428571
Cr,,Russia,0.010948905109489052,0.0081056338028169,0.006258503401360544,0.005731639344262295,0.005089041095890411,0.007513225806451613,0.01788826815642458,0.04020833333333333,0.04903883248730964,0.034519155555555556,0.038361344537815124,0.017614213197969544,0.02773809523809524,0.024609665427509295,0.020674157303370785,0.011960132890365448,0.011764705882352941,0.014285714285714285
Cr,,South Africa,0.472992700729927,0.4800739436619718,0.4504761904761905,0.4509844262295082,0.4408045205479452,0.4777671612903226,0.4288826815642458,0.3933333333333333,0.3765647715736041,0.4287536888888889,0.40683361344537816,0.3838039593908629,0.45,0.40237918215613383,0.42359550561797754,0.45059800664451827,0.45874908496732025,0.42857142857142855
Cr,,Sudan,0.0022262773722627736,0.0033802816901408453,0.0019387755102040817,0.001680327868852459,0.0009589041095890411,0.0023870967741935483,0.001452513966480447,0.0011278125,0.0014605076142131979,0.0006878222222222222,0.001138403361344538,0.0007150761421319797,0.0022548809523809522,0.0023840148698884758,0.0006853932584269663,0.0010255813953488372,0.00196078431372549,0.0014285714285714286
Cr,,Turkey,0.10251605839416059,0.054250140845070426,0.03712414965986394,0.03194745901639344,0.021481986301369865,0.014793161290322581,0.02829167597765363,0.03585296875,0.05380208121827411,0.0746192,0.07923159663865546,0.07989812182741117,0.0755738492063492,0.08483200743494423,0.12342314606741574,0.13756328903654486,0.13398692810457516,0.125
Cr,,United Arab Emirates,0.005612116788321168,0.004225352112676056,0.0020408163265306124,0.000819672131147541,,,0.0003960335195530726,,,0.0008444444444444444,0.0014432773109243698,0.0012065989847715737,0.000992063492063492,0.00043315985130111523,0.0006444943820224719,0.0005232558139534884,0.0006477777777777778,0.00035714285714285714
Cr,,Vietnam,0.004306569343065694,0.004119718309859155,0.005190476190476191,0.005762295081967213,0.004541095890410959,0.009259225806451613,0.010888770949720671,0.00411015625,0.00370746192893401,0.004614666666666667,0.0023478991596638655,0.001883502538071066,0.0015873015873015873,0.0009368029739776952,7.116104868913858e-05,0.0008302325581395349,0.00011111111111111112,0.00035714285714285714
Cr,,Zimbabwe,0.04419014598540146,0.04601964788732394,0.045445102040816324,0.06394672131147541,0.05132458904109589,0.04110316129032258,0.034707765363128494,0.04270328125,0.036188223350253804,0.027313733333333333,0.01859596638655462,0.009831116751269036,0.02023809523809524,0.022270594795539035,0.01529868913857678,0.011798737541528239,0.013347124183006535,0.014285714285714285
Mn,,Australia,0.09945429740791269,0.14491392801251957,0.11307471264367816,0.12523117569352707,0.12651222651222652,0.14186575654152445,0.1584258324924319,0.13636363636363635,0.19060869565217392,0.21166666666666667,0.17313432835820897,0.18938053097345134,0.18027210884353742,0.18571428571428572,0.18789808917197454,0.17196531791907516,0.17129213483146066,
Mn,,Brazil,0.17203274215552525,0.09687010954616589,0.10330459770114943,0.13051519154557464,0.14092664092664092,0.14630261660978386,0.13582240161453077,0.12454545454545454,0.09739130434782609,0.043333333333333335,0.0955223880597015,0.09115044247787611,0.08319727891156463,0.07396103896103896,0.07414012738853504,0.06820809248554913,0.058426966292134834,
Mn,,Burma,,,,,,,,,,0.0016166666666666666,0.01064179104477612,0.02149557522123894,0.020401360544217685,0.015220779220779222,0.007292993630573248,0.009075144508670521,0.00548314606741573,
Mn,,China,0.1446111869031378,0.09859154929577464,0.10057471264367816,0.11360634081902246,0.11583011583011583,0.10466439135381114,0.11099899091826437,0.13636363636363635,0.1391304347826087,0.16666666666666666,0.16417910447761194,0.21238938053097345,0.17687074829931973,0.18181818181818182,0.18471337579617833,0.17341040462427745,0.16853932584269662,
Mn,,Gabon,0.1317412005457026,0.1378148669796557,0.11558649425287355,0.1096433289299868,0.10424710424710425,0.09931740614334471,0.1099899091826438,0.122,0.1211304347826087,0.12766666666666668,0.1163358208955224,0.08461946902654868,0.10451020408163265,0.12061688311688312,0.10507643312101911,0.11367630057803468,0.10465168539325842,
Mn,,Georgia,,,,,,,,,,,,,0.007891156462585034,0.007532467532467533,0.0070063694267515925,0.006358381502890174,0.005449438202247191,
Mn,,Ghana,0.023465211459754432,0.032,0.04123563218390804,0.04544253632760898,0.04671814671814672,0.060068259385665526,0.056407669021190716,0.05454545454545454,0.050434782608695654,0.042883333333333336,0.019097014925373135,0.021920353982300883,0.028707482993197277,0.03142857142857143,0.026369426751592356,0.029479768786127167,0.02348314606741573,
Mn,,India,0.08076398362892223,0.0892018779342723,0.08477011494252873,0.07926023778071334,0.07734877734877735,0.07053469852104664,0.06357214934409687,0.08426145454545454,0.07339130434782609,0.0605,0.061611940298507466,0.0747787610619469,0.0689047619047619,0.05814285714285714,0.0565859872611465,0.05319653179190751,0.053112359550561795,
Mn,,"Kazakhstan, crude ore",0.021145975443383355,0.03755868544600939,0.040229885057471264,0.046235138705416116,0.05662805662805663,0.06598407281001138,0.05751765893037336,0.04909090909090909,0.04782608695652174,0.03,0.029850746268656716,0.03185840707964602,0.026530612244897958,0.025324675324675326,0.024840764331210193,0.023352601156069363,0.021629213483146066,
Mn,,Malaysia,,,,,,,,,,0.0018333333333333333,0.015597014925373135,0.016194690265486724,0.02387755102040816,0.01512987012987013,0.02732484076433121,0.025375722543352602,0.021235955056179777,
Mn,,Mexico,0.025525648021828103,0.02646431924882629,0.02243060344827586,0.013177146631439894,0.011371685971685972,0.013031854379977247,0.01371271442986882,0.012079272727272728,0.010818869565217392,0.012705500000000002,0.012679626865671643,0.01049362831858407,0.011888503401360544,0.011099675324675325,0.011993248407643313,0.012228843930635837,0.013240786516853934,
Mn,,South Africa,0.17704079126875855,0.21019467918622847,0.22676494252873564,0.19534702774108323,0.19355212355212356,0.18031854379977247,0.1922300706357215,0.19090909090909092,0.2,0.21666666666666667,0.21641791044776118,0.168141592920354,0.19727891156462585,0.22077922077922077,0.22929936305732485,0.24855491329479767,0.29213483146067415,
Mn,,Ukraine,0.10300136425648022,0.1056338028169014,0.1336206896551724,0.12285336856010567,0.10810810810810811,0.10011376564277588,0.08173562058526741,0.07,0.04747826086956522,0.04833333333333333,0.03671641791044776,0.028053097345132744,0.036734693877551024,0.02142857142857143,0.025222929936305732,0.02976878612716763,0.023707865168539326,
Mn,,Other,0.020571896316507503,0.021047417840375587,0.01799655172413793,0.01870568031704095,0.01917889317889318,0.017370534698521047,0.01934066599394551,0.020976181818181925,0.019824604347826055,0.035083333333333334,0.04554686940298508,0.05237474690265487,0.03618540272108843,0.032296233766233765,0.03067579617834395,0.0334456647398844,0.03614719101123595,
Fe,,Algeria,0.0015698368067426235,0.0012144570394752117,0.0013734763513848945,0.0011126478965819457,0.0009886547811993518,0.001037037037037037,0.0010372340425531914,0.0009489916963226571,0.0012240663900414937,0.0009626168224299065,0.0009292035398230089,0.0006422018348623853,0.000658974358974359,0.0005588709677419355,0.00073203125,0.00040875912408759124,0.00033900709219858156,0.0003415856867578817
Fe,,Australia,0.17341269963091394,0.17006506274992364,0.1724722243366771,0.1927311568799299,0.18855915721231767,0.1959362962962963,0.19281914893617022,0.1933570581257414,0.17738589211618258,0.18130841121495328,0.18495575221238938,0.20917431192660552,0.23162393162393163,0.22338709677419355,0.2625,0.3014598540145985,0.33191489361702126,0.34714285714285714
Fe,,Austria,0.0008721315593014575,0.0008929831172611851,0.0008273953924005388,0.0009842654469763366,0.0009319286871961102,0.0010407407407407407,0.0008337765957446808,0.0007892574139976275,0.0006944377593360995,0.0006438355140186916,0.0005756238938053098,0.0005877816513761468,0.0011051282051282051,0.0011120967741935484,0.00104609375,0.00105985401459854,0.0010198581560283688,0.0005308498576008248
Fe,,Azerbaijan,6.331675120528581e-06,,,,,2.666666666666667e-06,1.2699468085106384e-05,4.3297746144721235e-06,5.860995850622407e-06,8.037383177570094e-06,1.238938053097345e-05,0.0,3.076923076923077e-05,0.00010806451612903225,0.00010078125,6.423357664233576e-05,5.093358442232843e-05,5.3527717293527774e-05
Fe,,Bosnia and Herzegovina,8.721315593014576e-05,8.929831172611851e-05,0.0003011719228337961,0.00022595311130587205,0.00017179902755267424,9.333333333333333e-05,0.00018617021276595746,0.0017793594306049821,0.0008226141078838174,0.0006336448598130841,0.0005504424778761061,0.0006220183486238532,0.0007487179487179487,0.0009516129032258064,0.001015625,0.0009708029197080292,0.0009432624113475177,0.00095
Fe,,Brazil,0.21665492196166808,0.22867511666824428,0.23350090848014085,0.22888536645486415,0.23090437601296596,0.22694814814814815,0.2310531914893617,0.22169750889679715,0.21890041493775933,0.22009719626168225,0.20664955752212388,0.18230366972477063,0.21196581196581196,0.21370967741935484,0.2015625,0.17956204379562044,0.1773049645390071,0.18357142857142858
Fe,,Bulgaria,0.00043606577965072876,0.0003982704702984885,0.0002945527596945918,0.0002533413672217353,0.00019286871961102106,0.00018814814814814814,3.5904255319148934e-05,,,,,,,,,,,
Fe,,Canada,0.0420053444221954,0.038666168977409314,0.03763656160951571,0.02956904579316389,0.03190275526742301,0.03110074074074074,0.02367154255319149,0.022933570581257414,0.022137966804979252,0.019393457943925232,0.017964601769911503,0.01834862385321101,0.019914529914529914,0.016935483870967744,0.01953125,0.01897810218978102,0.019361702127659575,0.020214285714285716
Fe,,Chile,0.009931834197324999,0.00931381391303416,0.009026883731089879,0.00930697270760298,0.007127236628849271,0.007206989629629629,0.0064493058510638294,0.005583577698695137,0.005430497925311203,0.0050271028037383175,0.005017699115044248,0.004592660550458715,0.005,0.00625,0.0073671875,0.006635036496350365,0.007198581560283688,0.0056214285714285715
Fe,,China,0.1416341652305567,0.13966255953964934,0.1216271226828792,0.12427421121822962,0.12350081037277147,0.1274074074074074,0.13962765957446807,0.16370106761565836,0.2053941908713693,0.2177570093457944,0.23893805309734514,0.25688073394495414,0.19658119658119658,0.22096774193548388,0.20390625,0.18905109489051095,0.18014184397163122,0.1657142857142857
Fe,,Colombia,0.0004922310520697426,0.0005661512963435914,0.0006006890548827912,0.0005991180981595092,0.0006126418152350081,0.0005096296296296296,0.0004202127659574468,0.00038552787663107945,0.00037344398340248964,0.0003186915887850467,0.00026563982300884957,0.00014128440366972477,4.1025641025641023e-05,8.790322580645161e-05,0.0003953125,0.0003240875912408759,0.0003,0.0003915394745086223
Fe,,Cuba,,,,,,,,,3.6307053941908714e-06,1.4018691588785047e-06,,,,,,,,
Fe,,Egypt,0.0026163946779043726,0.0024110544166051997,0.0015720512455610236,0.0022252957931638913,0.0021215559157212317,0.0016577777777777778,0.0015957446808510637,0.0009489916963226571,0.0008298755186721991,0.0003130841121495327,7.876106194690266e-05,0.0014284403669724772,0.0014188034188034188,0.0015806451612903226,0.0018125,0.0014306569343065694,0.0013829787234042553,0.0021857142857142856
Fe,,France,0.0001308197338952186,6.250881820828295e-05,,,,,,,,,,,,,,,,
Fe,,Germany,4.883936732088162e-05,2.500352728331318e-05,0.0004931276538707211,9.757066170026293e-05,9.513776337115074e-05,8.903703703703703e-05,5.757978723404255e-05,4.483985765124555e-05,4.5331950207468885e-05,4.14018691588785e-05,4.228849557522124e-05,3.5034862385321103e-05,,,,,,
Fe,,Greece,,0.001071579740713422,0.0009515047012606196,0.0009842654469763366,0.0009319286871961102,0.0008518518518518519,0.0007646276595744681,0.0006820877817319098,0.0005964730290456432,0.0005373831775700935,0.0005088495575221239,0.0005137614678899083,0.0008803418803418803,0.0008548387096774194,0.00084375,0.0007591240875912409,0.0007943262411347517,0.0008
Fe,,Guatemala,5.756068291389619e-06,1.250176364165659e-05,1.7375303240411316e-05,1.660413014899211e-05,3.727714748784441e-05,2.3555555555555555e-06,2.6196808510638296e-06,8.659549228944247e-06,1.5560165975103735e-06,5.794392523364486e-06,,,,,,,,
Fe,,India,0.08372462969293992,0.08026132257943532,0.08042283214133238,0.08678653593339176,0.08962722852512156,0.09392592592592593,0.1026595744680851,0.11565836298932385,0.11721991701244813,0.11775700934579439,0.12065575221238937,0.12750366972477065,0.1094017094017094,0.08387096774193549,0.065625,0.06861313868613139,0.05673758865248227,0.06857142857142857
Fe,,Indonesia,0.0005407215667669037,0.0005715091950471584,0.0004451387211114899,0.00044163562664329537,0.0003500810372771475,0.0002074074074074074,6.781914893617021e-05,2.1826809015421113e-05,5.186721991701245e-05,3.2710280373831774e-05,3.2743362831858405e-05,2.293577981651376e-05,0.0024188034188034188,0.002217741935483871,0.0023046875,0.0017956204379562044,0.0013120567375886525,0.0013857142857142857
Fe,,Iran,0.009070168216735158,0.009465621042968561,0.010094223787286574,0.010955302366345312,0.012965964343598054,0.013333333333333334,0.011835106382978723,0.010676156583629894,0.013485477178423237,0.014018691588785047,0.01327433628318584,0.014678899082568808,0.014102564102564103,0.016854838709677418,0.01328125,0.013065693430656933,0.011063829787234043,0.009214285714285715
Fe,,Japan,1.2192399199034375e-06,1.7859662345223701e-06,8.654555804509637e-07,,,,,,,,,,,,,,,
Fe,,Kazakhstan,0.008546889281154284,0.009287024419516324,0.015224075220169914,0.013694127957931639,0.014100486223662886,0.014962962962962963,0.015425531914893617,0.013167259786476869,0.013174273858921162,0.012710280373831775,0.01079646017699115,0.01165137614678899,0.011709401709401709,0.011370967741935484,0.0115625,0.010510948905109488,0.01,0.0085
Fe,,Kenya,,,,,,,,,,,,,0.0010427350427350426,0.0011774193548387097,0.00109375,0.001291970802919708,0.0013191489361702128,0.0013285714285714285
Fe,,"Korea, North",0.0014826236508124777,0.001964562857974607,0.0018202698632811853,0.0020541191936897457,0.0018638573743922204,0.0018666666666666666,0.001728723404255319,0.00166073546856465,0.0014522821576763486,0.001308411214953271,0.0013168141592920354,0.0013761467889908258,0.0002452991452991453,0.0002443548387096774,0.000259375,0.0002708029197080292,0.0002617021276595745,0.000559393567367571
Fe,,"Korea, Republic of",0.0004749628471955738,0.00040898626770562277,0.00031159710477804295,0.00018658249342681858,0.0001426256077795786,0.0001437037037037037,0.00016888297872340424,0.00014116251482799525,0.00016078838174273858,0.00015233644859813085,0.00018141592920353983,0.00025137614678899083,2.735042735042735e-05,2.096774193548387e-05,0.000153125,0.0004094890510948905,0.0005049645390070922,0.000391611007025093
Fe,,Liberia,,,,,,,,,,,,,,0.0006290322580645161,0.001546875,0.00227007299270073,0.0024822695035460994,0.0024642857142857144
Fe,,Macedonia,1.5698368067426236e-05,1.6073696110701332e-05,1.4893117063209698e-05,1.027059596844873e-05,9.724473257698542e-06,8.888888888888888e-06,7.978723404255319e-06,7.1174377224199285e-06,6.224066390041494e-06,,,,,,,,,
Fe,,Malaysia,0.00042385593782050837,0.00038576870665683194,0.00027800485184658106,0.00041253560473269063,0.00041977309562398705,0.0005659259259259259,0.0005026595744680851,0.000641755634638197,0.0003941908713692946,0.00042710280373831777,0.000495575221238938,0.0007688073394495413,0.0018974358974358973,0.00407258064516129,0.0059296875,0.005532846715328468,0.0042624113475177305,0.0007214285714285714
Fe,,Mauritania,0.0129249897088476,0.013350097603054717,0.012410930886008082,0.011468832164767748,0.010048622366288493,0.010207407407407408,0.009175531914893616,0.008588374851720048,0.007186721991701245,0.006803738317757009,0.006495575221238938,0.0062752293577981655,0.00641025641025641,0.00575,0.005453125,0.0059489051094890515,0.005872340425531915,0.005042857142857143
Fe,,Mexico,0.011048610868852345,0.012296377524686519,0.011244303382723322,0.009021006792287466,0.0096677471636953,0.010013333333333334,0.009162234042553192,0.00831791221826809,0.006836099585062241,0.006121495327102803,0.006206194690265487,0.006427981651376147,0.007478632478632479,0.0064516129032258064,0.00728125,0.0085985401459854,0.0073687943262411345,0.006007142857142857
Fe,,Mongolia,,,,,,,2.7925531914893616e-05,0.00012930011862396205,0.00012033195020746888,0.0001588785046728972,0.0007858407079646018,0.0008100917431192661,0.0017521367521367522,0.0029274193548387097,0.00371875,0.003007299270072993,0.0027588652482269504,0.002742857142857143
Fe,,Morocco,1.084931659771013e-05,7.1438649380894805e-06,5.7917677468037714e-06,7.360593777388255e-06,7.6175040518638575e-06,5.037037037037037e-06,7.0478723404255315e-06,6.287069988137603e-06,4.756224066390042e-06,4.373831775700934e-06,1.0943362831858407e-05,1.4560550458715596e-05,2.0512820512820512e-05,3.467741935483871e-05,0.00011015625,0.00011897810218978102,8.841471442022487e-06,7.743152008230873e-06
Fe,,New Zealand,0.001107607080312851,0.0012341026680549576,0.00133624355872687,0.0008216476774758983,0.0008427876823338735,0.0008592592592592593,0.0017553191489361702,0.001494661921708185,0.0012655601659751037,0.0009177570093457944,0.0010619469026548673,0.0011009174311926607,0.0011965811965811966,0.0011532258064516129,0.00073486328125,0.000927007299270073,0.0009361702127659575,0.0009214285714285714
Fe,,Nigeria,,,,1.5405893952673092e-05,1.4586709886547812e-05,,,2.609727164887307e-05,3.319502074688797e-05,1.9626168224299065e-05,2.0353982300884957e-05,3.3944954128440365e-05,,,,,,
Fe,,Norway,0.0006663085113063135,0.0006340180132554414,0.0006106177995915976,0.0005820004382120947,0.000567260940032415,0.0005037037037037037,0.0005425531914893617,0.000498220640569395,0.00043568464730290457,0.00037383177570093456,0.0007424778761061947,0.0008220183486238532,0.0016495726495726495,0.0033870967741935483,0.00378125,0.004357664233576642,0.004673758865248227,0.004685714285714286
Fe,,Pakistan,,,,,3.241491085899514e-05,2.962962962962963e-05,3.324468085106383e-05,2.9655990510083035e-05,6.742738589211618e-05,9.7196261682243e-05,0.00011061946902654867,0.00015321100917431194,0.00021623931623931624,0.00020967741935483871,0.00019453125,8.54014598540146e-05,0.00014118515533187673,0.00012663444034359146
Fe,,Peru,0.0049711498880183076,0.004848898326728235,0.004654926477645431,0.005284221625766871,0.005032414910858995,0.005245925925925926,0.005738031914893617,0.005501779359430605,0.005043568464730291,0.004846728971962617,0.00464070796460177,0.002759633027522936,0.0052478632478632475,0.005744354838709677,0.00530625,0.0049547445255474455,0.005101418439716312,0.005229285714285714
Fe,,Philippines,,,,,,,,,,,,,,0.00023629032258064517,0.0008984375,0.0005788321167883211,7.332594126084332e-05,2.0140826722945924e-05
Fe,,Portugal,1.1686562894639531e-05,1.250176364165659e-05,9.928744708806466e-06,8.558829973707275e-06,1.620745542949757e-05,1.4814814814814815e-05,1.3297872340425532e-05,1.1862396204033214e-05,1.037344398340249e-05,9.345794392523365e-06,8.849557522123894e-06,9.174311926605504e-06,,,,,,
Fe,,Romania,0.00014826236508124778,0.00012680360265108828,9.101349316405926e-05,0.00013009421560035057,0.00014382982171799028,0.00012121925925925925,9.884441489361703e-05,8.195136417556346e-05,4.149377593360996e-05,1.02803738317757e-05,,,,,,,,
