Element,Notes,Country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Al,,Vietnam,,,,,,0.000130718954248366,0.000130718954248366,0.000144943820224719,0.000310880829015544,0.00036199095022624434,0.0003524229074889868,0.0003827751196172249,0.00033898305084745765,0.0003937007874015748,0.0003891050583657588,0.0016283783783783783,0.004208494208494208,0.0038461538461538464
He,,United States,0.8176100628930818,0.8363636363636363,0.8333333333333334,0.8397790055248618,0.8397790055248618,0.8397790055248618,0.8397790055248618,0.8397790055248618,0.7136150234741784,0.7136150234741784,0.7405857740585774,0.7165991902834008,0.7165991902834008,0.7674418604651163,0.7674418604651163,0.7135135135135136,0.5528455284552846,0.5764192139737991
He,,Rest of World,0.18238993710691823,0.17575757575757575,0.16666666666666666,0.16022099447513813,0.16022099447513813,0.16022099447513813,0.16022099447513813,0.16022099447513813,0.2863849765258216,0.2863849765258216,0.2594142259414226,0.2834008097165992,0.2834008097165992,0.23255813953488372,0.23255813953488372,0.2864864864864865,0.44715447154471544,0.42358078602620086
Li,,Argentina,0.046548051279523786,0.02087617089330592,0.03593221666006058,0.021490933512424447,0.025730006164242824,0.02947848461066926,0.043008291949866884,0.0456879522173378,0.04199286090942279,0.04645123683540282,0.03928865462844631,0.034351522472946136,0.03903923238281169,0.023971317660514756,0.023388825023772014,0.024674016568112207,0.030247509910390085,0.03061990561990562
Li,,Australia,0.3460436894533068,0.36090168304013404,0.3205370992919254,0.38037332876079427,0.36111047692975046,0.4857507642931606,0.4517892151253709,0.5051596779965263,0.5630678822050055,0.5048614812617007,0.5286928576316005,0.5277995301487862,0.6126814679432595,0.6904981557373692,0.7205262485630348,0.710893979156246,0.7344554797834387,0.7507507507507507
Li,,Brazil,0.05194214898662154,0.05293770466834209,0.05321569606130448,0.04326765071517368,0.05500331042670259,0.03808776389100379,0.03464768748426665,0.025962766530025633,0.02176459254451791,0.02098195882379198,0.03191651381614234,0.042572582391002804,0.03267565266152984,0.012813979363266483,0.011170876245172665,0.01367314636536182,0.013513663568628757,0.013023227308941595
Li,,Canada,0.12321542985756297,0.1070938999314599,0.11010144012683686,0.10716888387179743,0.10273738042510445,0.08784978857484216,0.08581824839233815,0.06545968701541649,0.0570417393420679,0.059078222191880816,0.04855901133852915,0.02672646267248591,,,,,,
Li,,Chile,0.15539930013635841,0.14389136394790952,0.17552126915153385,0.14917908634954202,0.16091870048629026,0.16268609513546436,0.16959592954512515,0.128813026768648,0.1298041820468097,0.15658879719365315,0.1255493238157671,0.08161727170923747,0.10976551953311595,0.11404277771678484,0.11292929579641378,0.1038864488190595,0.09875174294375468,0.08637463994606852
Li,,China,0.07119113725103637,0.05949661107303328,0.06361416540661685,0.06191979957037185,0.059359375356727015,0.0527098731449053,0.053398021221899294,0.04363979134361099,0.03802782622804527,0.042011180225337466,0.03862648629201182,0.05345292534497182,0.02492263598413259,0.018516364041548754,0.015769164660040462,0.019185572449517962,0.016021599019033977,0.016393944965373535
Li,,Namibia,0.0027381206635013994,,,,,,,,,,,,,,,,,
Li,,Portugal,0.03833368928901959,0.07073909070139364,0.04576305191405237,0.05511338467913636,0.07454167713065912,0.09607252878544739,0.10945068692740158,0.07618052908883025,0.0722452642680404,0.09125616054572523,0.07700576307175477,0.09984739189814011,0.08330183389063117,0.061503823711105396,0.03263901701335175,0.03415717095030252,0.027695158145872693,0.02623031194459766
Li,,Russia,0.010952482654005597,0.009519457771685325,0.009786794677941054,0.00952612301082644,0.009132211593342618,,,,,,,,,,,,,
Li,(Information Withheld Most Years),United States,,,,,,,,,,,,,,,,0.007879788684623449,,
Li,,Zimbabwe,0.1536359504290635,0.17454401797273628,0.18552826670972855,0.17196080952993345,0.15146686148718067,0.047364701564507124,0.05229191935373138,0.10909656903960456,0.07605565245609054,0.07877096292250775,0.11036138940574806,0.13363231336242953,0.0976136576045193,0.07865358176941063,0.08357657269821446,0.08564987700677662,0.07931484662888108,0.07660721946436232
Be,,Brazil,0.0006915629322268327,0.0017713365539452496,0.002569169960474308,,,,,,,,,,,,,,,
Be,,China,,,0.09881422924901186,0.16722408026755853,0.1976284584980237,0.1865671641791045,0.17985611510791366,0.14492753623188406,0.11467889908256881,0.11467889908256881,0.10121457489878542,0.1392757660167131,0.10826771653543307,0.08409785932721713,0.07564296520423601,0.07575757575757576,0.06640106241699867,0.08710801393728224
Be,,Kazakhstan,0.013831258644536652,0.01610305958132045,,,,,,,,,,,,,,,,
Be,,Madagascar,0.004149377593360996,0.00322061191626409,0.0003952569169960474,0.00033444816053511704,0.0003952569169960474,0.00037313432835820896,0.004316546762589928,0.0034782608695652175,0.0027522935779816515,0.0027522935779816515,0.0024291497975708503,0.003342618384401114,0.002362204724409449,0.001834862385321101,0.002420574886535552,0.012878787878787878,0.017928286852589643,0.023519163763066203
Be,,Mozambique,,,0.0037549407114624506,0.00033444816053511704,0.021343873517786563,0.029104477611940297,0.01618705035971223,0.042318840579710144,0.003669724770642202,0.0071100917431192664,0.0016194331983805667,0.012534818941504178,0.011220472440944882,0.008868501529051987,0.0804841149773071,0.015606060606060606,,
Be,,Portugal,0.0006915629322268327,0.0006441223832528181,0.0007905138339920949,0.0016722408026755853,0.001976284584980237,0.0018656716417910447,0.0017985611510791368,0.0014492753623188406,0.0011467889908256881,0.0011467889908256881,0.0010121457489878543,0.001392757660167131,,,,,,
Be,,Russia,0.13831258644536654,0.1610305958132045,,,,,,,,,,,,,,,,
Be,,United States,0.8409405255878285,0.8164251207729468,0.8913043478260869,0.8294314381270903,0.7786561264822134,0.7835820895522388,0.7949640287769785,0.8057971014492754,0.8784403669724771,0.8738532110091743,0.8927125506072875,0.8440111420612814,0.8779527559055118,0.9051987767584098,0.8426626323751891,0.8954545454545455,0.9163346613545816,0.8885017421602788
Be,,Zambia,0.0009681881051175657,0.0011272141706924316,0.001383399209486166,0.0023411371237458192,,,,,,,,,,,,,,
B,,Argentina,0.061050328227571116,0.05491051454138702,0.11266461538461539,0.133615221987315,0.11266375545851529,0.10782463157894738,0.1655304435483871,0.1278367676767677,0.1473853591160221,0.15942333333333333,0.1753466517857143,0.14055083333333335,0.08154031413612566,0.07963190184049079,0.08104906937394248,0.07064676616915423,0.047872340425531915,0.04797441364605544
B,,Bolivia,0.0015317286652078775,0.00343668903803132,0.009450549450549451,0.006866173361522198,0.008733624454148471,0.023062105263157894,0.01371592741935484,0.012647272727272727,0.010660497237569061,0.01535690476190476,0.012435267857142857,0.023758333333333333,0.0016517015706806282,0.016564417177914112,0.021658206429780034,0.024875621890547265,0.016170212765957447,0.015991471215351813
B,,Chile,0.061269146608315096,0.07263780760626398,0.07427824175824176,0.06929027484143763,0.09416877729257642,0.08433747368421053,0.11979657258064516,0.09306727272727272,0.12697375690607735,0.12569738095238095,0.13023973214285714,0.16886694444444444,0.06591740837696335,0.06,0.0751269035532995,0.09635157545605307,0.05287234042553191,0.053304904051172705
B,,China,0.029978118161925603,0.024608501118568233,0.031868131868131866,0.03171247357293869,0.03165938864628821,0.02736842105263158,0.02721774193548387,0.028282828282828285,0.04005524861878453,0.034523809523809526,0.03125,0.04027777777777778,0.01963350785340314,0.018404907975460124,0.02707275803722504,0.026533996683250415,0.01702127659574468,0.017057569296375266
B,,Germany,0.0002188183807439825,0.00026845637583892615,0.00021978021978021978,0.00021141649048625792,,,,,,,,,,,,,,
B,,Iran,0.000437636761487965,0.0008194630872483222,0.0008131868131868133,0.0006790697674418605,0.00045393013100436687,0.0007075789473684211,0.0004318548387096774,0.00032323232323232324,0.0005524861878453039,0.00038166666666666666,0.00022767857142857144,,,0.0001226993865030675,0.00016920473773265651,0.0001658374792703151,0.00010638297872340425,0.00010660980810234541
B,,Kazakhstan,0.006564551422319475,0.006711409395973154,0.006593406593406593,0.006342494714587738,0.006550218340611353,0.00631578947368421,0.006048387096774193,0.006060606060606061,0.008287292817679558,0.007142857142857143,0.006696428571428571,0.008333333333333333,0.003926701570680628,0.03680981595092025,0.050761421319796954,0.05771144278606965,0.053936170212765956,0.053304904051172705
B,,Peru,0.004814004376367615,0.0032921700223713644,0.0020459340659340656,0.001981818181818182,0.0014624454148471618,0.001961052631578947,0.001931048387096774,0.024242424242424242,0.05270718232044199,0.05571214285714286,0.07810066964285715,0.052005833333333334,0.038331806282722515,0.0,0.017597292724196276,0.03714759535655058,0.02553191489361702,0.0255863539445629
B,,Russia,0.2188183807439825,0.22371364653243847,0.21978021978021978,0.21141649048625794,0.2183406113537118,0.21052631578947367,0.10080645161290322,0.08080808080808081,0.11049723756906077,0.09523809523809523,0.08928571428571429,0.08333333333333333,0.02617801047120419,0.009202453987730062,0.012690355329949238,0.012603648424543947,0.008617021276595745,0.008528784648187633
B,,Turkey,0.3610503282275711,0.3364653243847875,0.30813186813186816,0.31572114164904863,0.2986899563318777,0.2945263157894737,0.3201596774193548,0.3945913131313131,0.5024707182320441,0.5066219047619047,0.4775053571428572,0.48333333333333334,0.7591623036649214,0.7788957055214724,0.7140439932318104,0.674237976782753,0.7776595744680851,0.7782515991471215
B,(Production figures for US withheld after 2006),United States,0.25601750547045954,0.27293064876957496,0.23516483516483516,0.2219873150105708,0.2292576419213974,0.24210526315789474,0.2439516129032258,0.23199151515151514,,,,,,,,,,
N,,Afghanistan,5e-05,4.672897196261682e-05,0.00019,0.0002,0.0001834862385321101,0.0001818181818181818,0.00017094017094017094,0.0002,0.0002,0.0001,0.00015,0.0002,0.000205,0.0002,0.0004,0.0005277777777777777,0.0004,0.0003
N,,Albania,0.0001,9.345794392523364e-05,9e-05,0.0001,9.174311926605505e-05,9.09090909090909e-05,8.547008547008547e-05,0.0001,0.0001,,,,,,,,,
N,,Algeria,0.00337,0.004252336448598131,0.00424,0.0045,0.005165137614678899,0.0052545454545454544,0.004639316239316239,0.0045,0.0038,0.004,0.00407,0.0039,0.004545,0.0043,0.0052,0.004027777777777778,0.0081,0.0078
N,,Argentina,0.00083,0.0008224299065420561,0.00176,0.0057,0.00581651376146789,0.0066,0.006028358974358974,0.0054,0.0058,0.0056,,0.0045,0.004545,0.0043,0.0043,0.004166666666666667,0.0043,0.0041
N,,Australia,0.00418,0.00402803738317757,0.00533,0.0073,0.006293577981651376,0.007154545454545454,0.006752136752136752,0.0065,0.0096,0.0092,,0.0094,0.009091,0.0087,0.0091,0.008680555555555556,0.0089,0.009
N,,Austria,0.00433,0.004205607476635514,0.00417,0.0042,0.004036697247706422,0.004,0.0037606837606837607,0.0036,0.0032,0.0029,0.00325,0.0029,0.00303,0.0029,0.0029,0.002777777777777778,0.0029,0.0028
N,,Bahrain,0.00323,0.0034579439252336447,0.00324,0.0035,0.0034587155963302753,0.0028363636363636364,0.002660683760683761,0.0027,0.003,0.0026,0.0032,0.0031,0.002705,0.0028,0.0025,0.002625,0.0032,0.0029
N,,Bangladesh,0.01086,0.011588785046728972,0.01162,0.0121,0.011825688073394496,0.012627272727272727,0.011790598290598291,0.0113,0.01,0.01,0.01057,0.0079,0.005303,0.0051,0.0051,0.004861111111111111,0.005,0.0048
N,,Belarus,0.00659,0.007149532710280374,0.00676,0.0069,0.007330275229357798,0.006963636363636364,0.006555555555555556,0.0063,0.0065,0.0064,0.00604,0.0065,0.006749,0.0067,0.0069,0.0067152777777777775,0.0073,0.0073
N,,Belgium,0.00727,0.007850467289719627,0.00799,0.0075,0.007724770642201835,0.007945454545454545,0.00732051282051282,0.007,0.0068,0.0065,0.00675,0.0065,0.006288,0.006,0.006,0.005763888888888889,0.0059,0.0057
N,,Bosnia and Herzegovina,1e-05,9.345794392523365e-06,1e-05,0.0,9.174311926605504e-06,0.0,4.273504273504274e-06,0.0,0.0,,,,,,,,,
N,,Brazil,0.00912,0.010130841121495327,0.00856,0.0073,0.009366972477064221,0.008536363636363637,0.00920854700854701,0.0078,0.0076,0.0073,,0.0075,0.007197,0.0069,0.0069,0.006597222222222222,0.0068,0.0066
N,,Bulgaria,0.00431,0.00294392523364486,0.00494,0.0045,0.0030091743119266055,0.002918181818181818,0.002735042735042735,0.0026,0.0025,0.0027,0.00285,0.0014,0.00197,0.0028,0.0019,0.0020833333333333333,0.0022,0.0022
N,,Burma,0.0005,0.0006168224299065421,0.00072,0.0003,0.0001926605504587156,0.0005727272727272727,0.00029743589743589743,0.0002,0.0002,0.0002,0.00024,0.0002,,,,,,
N,,Canada,0.0375,0.03864485981308411,0.03824,0.0328,0.03394495412844037,0.03329090909090909,0.035099145299145304,0.0336,0.0327,0.0283,0.03187,0.0284,0.027424,0.0286,0.0286,0.027375,0.0286,0.0276
N,,China,0.24808,0.2644859813084112,0.25648,0.2686,0.27706422018348625,0.2863636363636364,0.29717948717948717,0.3102,0.3245,0.3262,0.33447,0.333,0.309621,0.3134,0.3299,0.3355972222222222,0.326,0.3428
N,,Colombia,0.00096,0.0007009345794392523,0.00086,0.0009,0.001018348623853211,0.0009818181818181818,0.0008393162393162394,,,,,,,,,,,
N,,Croatia,0.00238,0.00297196261682243,0.00301,0.0025,0.0021559633027522936,0.0024,0.003452991452991453,0.0026,0.0025,0.0025,0.00244,0.0024,0.002735,0.0027,0.0025,0.0023819444444444443,0.0027,0.0026
N,,Cubae,0.0013,0.0012616822429906542,0.00125,0.0013,0.00013761467889908258,0.00019090909090909092,0.00043846153846153845,0.0002,0.0003,0.0004,0.00034,0.0002,0.000273,0.0003,0.0004,0.00044444444444444447,0.0004,0.0004
N,,Czech Republic,0.00248,0.0020841121495327104,0.00228,0.002,0.0019724770642201837,0.0021363636363636363,0.0019948717948717947,0.002,0.002,0.0017,0.00142,0.0015,0.000909,0.0008,0.0008,0.0010625,0.0013,0.0012
N,,Denmark,2e-05,1.869158878504673e-05,2e-05,0.0,1.8348623853211008e-05,,1.3675213675213676e-05,0.0,0.0,0.0,,,,,,,,
N,,Egypt,0.01098,0.013149532710280375,0.01399,0.0172,0.016871559633027524,0.016272727272727272,0.014317948717948718,0.0134,0.0144,0.0134,0.02033,0.0141,0.022727,0.0254,0.0212,0.0184375,0.0157,0.0124
N,,Estonia,0.00168,0.0015327102803738319,0.00134,0.0014,0.0003577981651376147,0.0007363636363636363,0.0014188034188034188,0.0014,0.0014,0.0013,0.00064,0.0004,,,0.0001,0.0006875,0.0002,0.0002
N,,Finland,6e-05,0.0005607476635514019,0.00069,0.0008,0.0007981651376146789,0.0007,0.000517948717948718,0.0005,0.0005,0.0005,0.0006,0.0005,0.000594,0.0005,0.0006,0.0005416666666666666,0.0006,0.0005
N,,France,0.0151,0.014766355140186916,0.015,0.0131,0.010752293577981652,0.010481818181818182,0.009572649572649573,0.0099,0.0049,0.0061,0.0065,0.0234,0.026644,0.0254,0.0192,0.018333333333333333,0.0186,0.0179
N,,Georgia,0.00062,0.0009719626168224299,0.00125,0.0006,0.0008256880733944954,0.0011363636363636363,0.0011111111111111111,0.0011,0.0011,0.0012,0.00122,0.0012,0.001136,0.0011,0.0011,0.0010416666666666667,0.0012,0.0013
N,,Germany,0.02416,0.022485981308411215,0.0229,0.024,0.02348623853211009,0.025481818181818182,0.02342494017094017,0.0229,0.0217,0.0211,0.02292,0.0186,0.020283,0.0204,0.0205,0.019145833333333334,0.0181,0.0172
N,,Greece,0.00171,0.0014953271028037382,0.00112,0.0005,0.0006055045871559633,0.001118181818181818,0.001123931623931624,0.0011,0.001,0.001,0.00106,0.001,0.000985,0.0009,0.0009,0.0009027777777777777,0.0009,0.0009
N,,Hungary,0.00277,0.002439252336448598,0.00326,0.0031,0.00218348623853211,0.002109090909090909,0.002341880341880342,0.0023,0.0022,0.0023,0.00244,0.0017,0.00197,0.0022,0.0022,0.0020833333333333333,0.0021,0.0021
N,,Iceland,6e-05,6.542056074766355e-05,6e-05,0.0,,,,,,,,,,,,,,
N,,India,0.09846,0.09697196261682244,0.09396,0.096,0.09015596330275229,0.09134545454545455,0.09160341880341881,0.0885,0.087,0.0845,0.09024,0.0882,0.080303,0.0761,0.0772,0.07527777777777778,0.077,0.0745
N,,Indonesia,0.03462,0.032242990654205606,0.03352,0.0348,0.03853211009174312,0.038636363636363635,0.035213675213675216,0.0361,0.0343,0.0338,0.03659,0.0362,0.036364,0.0362,0.037,0.034722222222222224,0.0357,0.0345
N,,Iran,0.00994,0.00808411214953271,0.00894,0.0104,0.01026605504587156,0.010136363636363636,0.009296581196581197,0.0084,0.0081,0.0154,0.01626,0.0157,0.018939,0.0181,0.0181,0.017361111111111112,0.0179,0.0172
N,,Iraq,0.00212,0.00205607476635514,0.00185,0.0027,0.004880733944954129,,0.0002564102564102564,0.0002,0.0001,0.0001,8e-05,0.0002,0.000955,0.001,0.001,0.0010138888888888888,0.0013,0.0011
N,,Ireland,0.00441,0.0037850467289719625,0.0038,0.0042,0.003669724770642202,,,,,,,,,,,,,
N,,Israel,0.0,,,,,,,,,,,,,,,,,
N,,Italy,0.00394,0.003429906542056075,0.00378,0.0041,0.003587155963302752,0.004318181818181818,0.004545299145299145,0.0043,0.0038,0.0035,0.00374,0.0036,0.003485,0.0033,0.0043,0.003958333333333334,0.0041,0.0039
N,,Japan,0.01335,0.01294392523364486,0.01306,0.0126,0.01093577981651376,0.009645454545454546,0.009413897435897435,0.0089,0.0087,0.0086,0.01011,0.008,0.007333,0.0072,0.0063,0.00575,0.0056,0.0054
N,,"Korea, North",0.00096,0.0009345794392523365,0.00093,0.001,0.0009174311926605505,0.0009090909090909091,0.0008547008547008547,0.0008,0.0008,0.0008,0.00081,0.0008,0.000758,0.0016,0.0016,0.0016041666666666667,0.0016,0.0017
N,,"Korea, Republic of",0.00477,0.004570093457943925,0.00342,0.0037,0.0014036697247706421,0.0010818181818181818,0.0013965811965811967,0.0014,0.0007,,,,,,,,,
N,,Kuwait,0.00435,0.0037102803738317757,0.0038,0.0038,0.003798165137614679,0.0040363636363636365,0.003533333333333333,0.0038,0.0039,0.0037,0.00398,0.0037,0.003788,0.0038,0.0033,0.003833333333333333,0.0039,0.0031
N,,Libya,0.00524,0.005158878504672897,0.00511,0.0047,0.004889908256880734,0.005245454545454545,0.004931623931623931,0.0042,0.0041,0.004,0.00339,0.0042,0.000485,0.0002,0.0005,0.0008611111111111111,0.0015,0.0018
